parking,property_type,date_available,weekly_cost,address,suburb,postcode,beds,baths,latitude,longitude,SA2_CODE21,GCC_NAME21
0,Unit,2024,475.0,1502/50 haig street,southbank,3006,1,1,-37.826844,144.9568385,206041508,Greater Melbourne
0,Unit,2024,695.0,14/61 darling street,south yarra,3141,2,1,-37.8341463,144.9910464,206061515,Greater Melbourne
1,Unit,2024,550.0,5/312a orrong road,caulfield north,3161,2,1,-37.86648599999999,145.009626,208021177,Greater Melbourne
1,Unit,2024,490.0,3/5 owen street,mitcham,3132,2,1,-37.8252533,145.1867185,211041270,Greater Melbourne
2,Unit,2024,550.0,13 hartpury avenue,elwood,3184,2,1,-37.8757904,144.9898668,206051129,Greater Melbourne
1,Unit,2024,530.0,307/294 keilor road,essendon north,3041,2,1,-37.7381581,144.8949966,206031501,Greater Melbourne
2,Townhouse,2024,800.0,104/10 mills boulevard,alphington,3078,3,2,-37.7838942,145.0265459,206071145,Greater Melbourne
2,Townhouse,2024,765.0,4/15 clarke street,west footscray,3012,3,2,-37.7996928,144.8780348,213031351,Greater Melbourne
1,House,2024,1000.0,20 medley place,south yarra,3141,2,1,-37.843228,144.993711,206061516,Greater Melbourne
0,Unit,2024,410.0,2/113 crookston road,reservoir,3073,2,1,-37.7095255,145.0135204,209021523,Greater Melbourne
1,Unit,2024,610.0,1203/2 hallenstein street,footscray,3011,2,2,-37.8004303,144.9081625,213031348,Greater Melbourne
2,Townhouse,2024,600.0,1/49 betula avenue,bundoora,3083,3,2,-37.6851995,145.063076,209041216,Greater Melbourne
0,Unit,2024,650.0,912/65 dudley street,west melbourne,3003,2,1,-37.8101364,144.9503935,206041510,Greater Melbourne
2,House,2024,590.0,40 edenbrook circuit,pakenham,3810,4,2,-38.0808095,145.4511635,212011552,Greater Melbourne
0,Unit,2024,550.0,701/43 hancock street,southbank,3006,1,1,-37.8279742,144.95884,206041509,Greater Melbourne
0,House,2024,630.0,27 bell st,richmond,3121,2,1,-37.8248867,145.0021346,206071517,Greater Melbourne
1,Unit,2024,500.0,1/26 auburn grove,hawthorn east,3123,2,1,-37.8257548,145.0475879,207011152,Greater Melbourne
1,House,2024,620.0,159 buckley street,seddon,3011,3,1,-37.803125,144.8904343,213031350,Greater Melbourne
3,Townhouse,2024,770.0,3/439 main street,mordialloc,3195,3,2,-38.0037657,145.0855032,208031193,Greater Melbourne
2,Unit,2024,575.0,6/17 victoria street,doncaster,3108,2,1,-37.7850914,145.1437671,207021157,Greater Melbourne
0,Unit,2024,480.0,511/228 a'beckett st,melbourne,3000,1,1,-37.8102641,144.9566396,206041504,Greater Melbourne
0,Unit,2024,280.0,17 macquarie street,prahran,3181,0,1,-37.8504994,144.9921217,206061136,Greater Melbourne
0,Unit,2024,575.0,708/81 city road,southbank,3006,1,1,-37.8223284,144.9652936,206041509,Greater Melbourne
2,House,2024,650.0,25 reynard place,cranbourne east,3977,4,2,-38.11126,145.3016737,212031557,Greater Melbourne
2,Townhouse,2024,780.0,1/2 newcastle street,preston,3072,3,2,-37.7528423,145.0113025,209021428,Greater Melbourne
0,Unit,2024,460.0,1105/568 st kilda road,melbourne,3004,1,1,-37.8471069,144.9788307,206051128,Greater Melbourne
2,House,2024,530.0,2 blackheath avenue,frankston,3199,3,2,-38.1385209,145.1436785,214011372,Greater Melbourne
2,Townhouse,2024,650.0,3/10 amanda drive,carrum downs,3201,4,2,-38.1032915,145.1714591,214011370,Greater Melbourne
2,House,2024,550.0,19 scotty road,deanside,3336,4,2,-37.7336852,144.6966549,213041359,Greater Melbourne
1,Unit,2024,495.0,11/33 walsh,west melbourne,3003,1,1,-37.8084117,144.9533527,206041510,Greater Melbourne
2,Townhouse,2024,850.0,9 watsons bend,fingal,3939,4,4,-38.410542,144.8626219,214021383,Greater Melbourne
0,Townhouse,2024,750.0,4 leicester st,fitzroy,3065,2,3,-37.795184,144.97614,206071142,Greater Melbourne
1,Unit,2024,480.0,106/24 cobden street,north melbourne,3051,1,1,-37.8050873,144.9577694,206041506,Greater Melbourne
2,House,2024,850.0,2a cosham street,brighton,3186,3,2,-37.906484,144.9886083,208011169,Greater Melbourne
2,Unit,2024,1800.0,1606/1 freshwater place,southbank,3006,3,2,-37.8219262,144.962153,206041508,Greater Melbourne
2,Townhouse,2024,750.0,2/249 bluff road,sandringham,3191,3,2,-37.954643,145.020086,208011173,Greater Melbourne
2,House,2024,650.0,59 botanical drive,truganina,3029,5,3,-37.8376782,144.7243242,213051588,Greater Melbourne
0,Unit,2024,550.0,306/11-13 o'connell street,north melbourne,3051,2,1,-37.8055852,144.9579934,206041506,Greater Melbourne
2,Townhouse,2024,545.0,13 astoria road,wollert,3750,3,2,-37.6170665,145.0084783,209041437,Greater Melbourne
2,House,2024,350.0,21 summerhill road,reservoir,3073,2,1,-37.7272985,145.0332123,209021525,Greater Melbourne
2,Townhouse,2024,550.0,3 ladybird crescent,point cook,3030,3,3,-37.9065482,144.747301,213051466,Greater Melbourne
1,Unit,2024,820.0,907/20 queens road,melbourne,3000,2,2,-37.8406391,144.9751703,206051128,Greater Melbourne
1,Unit,2024,575.0,110/119 poath road,murrumbeena,3163,2,1,-37.8955498,145.0761274,208021181,Greater Melbourne
1,House,2024,450.0,2/58 everingham road,altona meadows,3028,2,1,-37.876944,144.7913329,213021342,Greater Melbourne
1,Unit,2024,990.0,5/36 grey street,st kilda,3182,2,2,-37.8608946,144.9788243,206051514,Greater Melbourne
0,House,2024,675.0,3/45 denham street,hawthorn,3122,2,1,-37.8189539,145.0203977,207011519,Greater Melbourne
2,House,2024,420.0,10 bates court,jacana,3047,3,1,-37.6923231,144.911315,210051242,Greater Melbourne
2,House,2024,620.0,17 pollard avenue,doreen,3754,4,2,-37.6096923,145.1136969,209041528,Greater Melbourne
1,Unit,2024,600.0,201/107 cambridge street,collingwood,3066,1,1,-37.8035129,144.9850445,206071141,Greater Melbourne
4,House,2024,380.0,19 snowden street,laverton,3028,3,1,-37.8551073,144.7728114,213051363,Greater Melbourne
2,Townhouse,2024,795.0,1/47 bowen road,doncaster east,3109,4,2,-37.8009325,145.1653745,207021425,Greater Melbourne
1,House,2024,410.0,76 southern road,heidelberg heights,3081,2,1,-37.7422356,145.0505627,209011199,Greater Melbourne
2,Unit,2024,900.0,201/71 station street,fairfield,3078,3,2,-37.7799273,145.0181755,206021110,Greater Melbourne
2,House,2024,695.0,8 elmsford court,keysborough,3173,4,2,-37.99753279999999,145.1677088,212041565,Greater Melbourne
2,House,2024,570.0,12 burnett close,taylors lakes,3038,4,2,-37.6926741,144.7820164,213011340,Greater Melbourne
1,Unit,2024,450.0,6/101 lucerne crescent,alphington,3078,1,1,-37.7806829,145.0353588,206071145,Greater Melbourne
0,Studio,2024,355.0,106/141 waverley road,malvern east,3145,1,1,-37.875948,145.049492,208041195,Greater Melbourne
2,House,2024,440.0,7 natalie street,brookfield,3338,4,2,-37.7065232,144.549068,213041571,Greater Melbourne
1,Unit,2024,530.0,unit 2/115 keilor road,essendon,3040,2,1,-37.7419279,144.9025775,206031501,Greater Melbourne
1,Unit,2024,675.0,104/31 grattan street,prahran,3181,2,2,-37.8467976,144.9913567,206061136,Greater Melbourne
0,Unit,2024,500.0,3507/120 a'beckett street,melbourne,3000,1,1,-37.8093086,144.9597389,206041504,Greater Melbourne
1,Unit,2024,600.0,416/101 bay street,port melbourne,3207,2,1,-37.8406398,144.9400238,206051130,Greater Melbourne
0,House,2024,1100.0,160 moore rd,sunbury,3429,5,2,-37.5939558,144.692592,210041540,Greater Melbourne
2,House,2024,670.0,8 egremont avenue,tarneit,3029,5,2,-37.8204179,144.658382,213051584,Greater Melbourne
1,House,2024,460.0,3/61 mailey street,sunshine west,3020,3,1,-37.79152819999999,144.8113074,213011338,Greater Melbourne
1,Unit,2024,500.0,1018/18 mt alexander rd,travancore,3032,2,1,-37.7851217,144.938894,206031115,Greater Melbourne
1,House,2024,450.0,10 cobbler st,werribee,3030,3,1,-37.8898594,144.6776248,213051467,Greater Melbourne
1,Unit,2024,945.0,3/34 victoria street,elsternwick,3185,4,1,-37.8881221,145.0092725,208021179,Greater Melbourne
0,Unit,2024,520.0,1908/28-44 bouverie street,carlton,3053,1,1,-37.8056339,144.9618379,206041117,Greater Melbourne
1,House,2024,1100.0,438 canning street,carlton north,3054,3,1,-37.7867864,144.9750664,206071140,Greater Melbourne
0,Unit,2024,990.0,4606/260 city road,southbank,3006,2,2,-37.8259372,144.9596136,206041508,Greater Melbourne
1,House,2024,520.0,2 cowper avenue,st albans,3021,4,1,-37.7463077,144.8217586,213011334,Greater Melbourne
2,House,2024,570.0,5 hatfield street,werribee,3030,4,2,-37.9157531,144.6063723,213051468,Greater Melbourne
1,House,2024,550.0,27 melalueca drive,meadow heights,3048,3,1,-37.6464717,144.9131552,210051247,Greater Melbourne
1,Unit,2024,525.0,205/3 victoria street,windsor,3181,1,1,-37.852356,144.9939133,206061136,Greater Melbourne
1,House,2024,620.0,15 wilma avenue,mulgrave,3170,3,1,-37.9269649,145.1514546,212051325,Greater Melbourne
1,Unit,2024,850.0,1/67 osborne street,south yarra,3141,2,1,-37.8428844,144.9906419,206061516,Greater Melbourne
0,Townhouse,2024,750.0,249 york street,south melbourne,3205,2,1,-37.8329117,144.9528845,206051512,Greater Melbourne
0,Studio,2024,355.0,104/141 waverley road,malvern east,3145,1,1,-37.875948,145.049492,208041195,Greater Melbourne
2,House,2024,770.0,2 tidcombe cres,doncaster east,3109,3,2,-37.75717909999999,145.1729485,207021424,Greater Melbourne
2,House,2024,850.0,832 burke road,camberwell,3124,4,2,-37.8216092,145.0587913,207011149,Greater Melbourne
5,House,2024,595.0,37 cleveland drive,hoppers crossing,3029,4,2,-37.8651883,144.6680004,213051362,Greater Melbourne
1,House,2024,700.0,7 chivalry avenue,glen waverley,3150,4,2,-37.8659267,145.1828474,212051321,Greater Melbourne
1,Unit,2024,1190.0,101/1331 high street,malvern,3144,2,2,-37.8577418,145.0391739,208041194,Greater Melbourne
2,House,2024,675.0,5 casablanca court,truganina,3029,5,2,-37.8380962,144.7267093,213051588,Greater Melbourne
1,Unit,2024,380.0,2/38 church street,epping,3076,1,1,-37.6451124,145.0228357,209041432,Greater Melbourne
4,House,2024,750.0,1 west central park avenue,braybrook,3019,4,2,-37.7924896,144.8570024,213031347,Greater Melbourne
0,House,2024,825.0,33 peel street,windsor,3181,2,1,-37.8548375,144.9853394,206061136,Greater Melbourne
2,House,2024,520.0,9 shelterbelt avenue,weir views,3338,4,2,-37.72107140000001,144.5767871,213041578,Greater Melbourne
2,House,2024,760.0,64 raleigh rd,maribyrnong,3032,3,2,-37.768919,144.8936456,213031349,Greater Melbourne
2,House,2024,1100.0,5 norwood street,sandringham,3191,3,2,-37.95887980000001,145.0121238,208011173,Greater Melbourne
6,Unit,2024,310.0,490 elgar road,box hill,3128,1,1,-37.81294070000001,145.1160714,207031163,Greater Melbourne
1,Unit,2024,540.0,8/123 balcombe road,mentone,3194,2,1,-37.9809759,145.0608905,208031190,Greater Melbourne
1,Unit,2024,700.0,2006/545 station street,box hill,3128,2,2,-37.8200164,145.1232394,207031163,Greater Melbourne
2,Townhouse,2024,540.0,13/344 maroondah highway,ringwood,3134,3,1,-37.804581400000004,145.2459385,211031267,Greater Melbourne
2,House,2024,630.0,69 corrigan road,noble park,3174,3,1,-37.9591258,145.1699013,212041459,Greater Melbourne
2,House,2024,520.0,2 antigua walk,epping,3076,3,2,-37.635957,145.0243327,209041433,Greater Melbourne
0,Unit,2024,475.0,2204/350 william street,melbourne,3000,1,1,-37.8112625,144.9566204,206041504,Greater Melbourne
2,Townhouse,2024,750.0,1/488 greensborough road,greensborough,3088,4,3,-37.7066544,145.0893772,209011197,Greater Melbourne
1,Unit,2024,800.0,418/92-96 albert street,brunswick east,3057,3,2,-37.7701726,144.9735678,206011106,Greater Melbourne
2,House,2024,500.0,100 ribblesdale avenue,wyndham vale,3024,4,2,-37.8947422,144.6082124,213051590,Greater Melbourne
1,Unit,2024,550.0,410/378-390 st georges road,fitzroy north,3068,1,1,-37.7784848,144.9882531,206071143,Greater Melbourne
1,Unit,2024,650.0,26/4 victoria street,windsor,3181,2,1,-37.8525244,144.9935664,206061136,Greater Melbourne
1,Unit,2024,540.0,419/9-15 david street,richmond,3121,1,1,-37.8144834,145.012078,206071518,Greater Melbourne
2,House,2024,560.0,29 manning circuit,tarneit,3029,4,2,-37.8363132,144.6902231,213051583,Greater Melbourne
2,House,2024,2250.0,53 durrant street,brighton,3186,5,4,-37.9108093,145.0055719,208011169,Greater Melbourne
1,Unit,2024,660.0,11/272 albert street,brunswick,3056,2,2,-37.7690543,144.9626055,206011496,Greater Melbourne
2,House,2024,550.0,44 killara circuit,bacchus marsh,3340,4,2,-37.6790162,144.4191133,213041353,Greater Melbourne
2,House,2024,520.0,22 driftwood street,aintree,3336,4,2,-37.714277,144.6710847,213041359,Greater Melbourne
0,Unit,2024,1085.0,2903/1 freshwater place,southbank,3006,2,1,-37.8219262,144.962153,206041508,Greater Melbourne
0,Unit,2024,600.0,1808/568 collins street,melbourne,3000,2,1,-37.8183759,144.9554361,206041505,Greater Melbourne
4,House,2024,450.0,25 willandra boulevard,melton west,3337,4,2,-37.6556828,144.5709447,213041358,Greater Melbourne
1,Unit,2024,520.0,4/71 kirkwood avenue,seaford,3198,2,1,-38.1225469,145.1315259,214011375,Greater Melbourne
1,Townhouse,2024,580.0,14/49 democrat drive,the basin,3154,3,2,-37.8527514,145.3087342,211011449,Greater Melbourne
0,Unit,2024,780.0,1408/260 city road,southbank,3006,1,1,-37.8259372,144.9596136,206041508,Greater Melbourne
1,Townhouse,2024,460.0,4 oasis court,carrum downs,3201,2,2,-38.099268,145.1832179,214011370,Greater Melbourne
1,Unit,2024,500.0,2/33 harbury street,reservoir,3073,2,1,-37.71292700000001,144.999695,209021526,Greater Melbourne
0,Studio,2024,300.0,64b/116-130 main drive,macleod,3085,1,1,-37.7144903,145.060776,209021205,Greater Melbourne
1,Unit,2024,400.0,17/52 middle road,maribyrnong,3032,2,1,-37.7671041,144.8897634,213031349,Greater Melbourne
1,Unit,2024,495.0,13/799 burwood road,hawthorn east,3123,2,1,-37.8245328,145.0526759,207011152,Greater Melbourne
1,House,2024,690.0,23 wingate avenue,mount waverley,3149,3,1,-37.8808306,145.1464332,212051324,Greater Melbourne
2,Townhouse,2024,630.0,72 royal road,braybrook,3019,3,2,-37.7940964,144.8476701,213031347,Greater Melbourne
2,Townhouse,2024,610.0,81a schutt street,newport,3015,2,1,-37.8360626,144.8813124,213021344,Greater Melbourne
0,Unit,2024,595.0,610/33 mackenzie street,melbourne,3000,2,1,-37.8078362,144.9669868,206041503,Greater Melbourne
2,House,2024,590.0,724 stud road,scoresby,3179,3,2,-37.895699,145.2324355,211011254,Greater Melbourne
2,Townhouse,2024,780.0,8/9-13 margaret street,clayton,3168,4,2,-37.9164256,145.1130351,212051568,Greater Melbourne
1,Unit,2024,680.0,1205/60 siddeley street,docklands,3008,2,1,-37.8228419,144.9523617,206041118,Greater Melbourne
1,House,2024,495.0,21 esdale street,blackburn,3130,3,1,-37.812274,145.1634868,207031161,Greater Melbourne
1,Unit,2024,370.0,28/25 redan street,st kilda,3182,1,1,-37.860288,144.9902977,206051513,Greater Melbourne
3,House,2024,785.0,39 grice crescent,essendon,3040,4,1,-37.7486602,144.9183882,206031502,Greater Melbourne
2,Unit,2024,600.0,1b unsworth road,ringwood north,3134,3,1,-37.800565,145.2333654,211031268,Greater Melbourne
0,Unit,2024,290.0,60 garden street,south yarra,3141,1,1,-37.8435869,144.9978258,206061516,Greater Melbourne
2,House,2024,1600.0,8 esplanade ave,brighton,3186,4,2,-37.9265378,144.9901635,208011169,Greater Melbourne
1,Unit,2024,480.0,5/1011 toorak road,camberwell,3124,1,1,-37.8468658,145.066211,207011149,Greater Melbourne
2,House,2024,920.0,12 olympus drive,templestowe lower,3107,4,2,-37.7766915,145.1244239,207021160,Greater Melbourne
1,Unit,2024,650.0,4605a/260 spencer street,melbourne,3000,1,1,-37.81463249999999,144.9526152,206041505,Greater Melbourne
2,House,2024,1200.0,56 prince street,mornington,3931,3,2,-38.2386054,145.0309312,214021592,Greater Melbourne
1,Unit,2024,900.0,903/665 chapel street,south yarra,3141,2,2,-37.8364102,144.996028,206061515,Greater Melbourne
0,Unit,2024,550.0,2306/43 hancock street,southbank,3006,1,1,-37.8279742,144.95884,206041509,Greater Melbourne
0,House,2024,450.0,18 charles st,sunshine north,3020,3,1,-37.77394,144.8335793,213011337,Greater Melbourne
4,Townhouse,2024,780.0,14/a briggs crescent,noble park,3174,3,2,-37.9667986,145.1802094,212041459,Greater Melbourne
2,Townhouse,2024,600.0,1/11 maroondah highway,lilydale,3140,3,2,-37.7566184,145.3414675,211051278,Greater Melbourne
2,House,2024,900.0,19 carrington avenue,seaford,3198,3,2,-38.1087976,145.1495049,214011375,Greater Melbourne
2,House,2024,1450.0,16 tramway parade,beaumaris,3193,4,3,-37.9932067,145.0360456,208011168,Greater Melbourne
1,Unit,2024,675.0,102/132 hotham street,st kilda east,3183,2,1,-37.8738704,144.9988197,208021177,Greater Melbourne
1,Unit,2024,400.0,3/17 roberts street,northcote,3070,1,1,-37.7776015,144.9990803,206021499,Greater Melbourne
1,Unit,2024,410.0,9/31 emmaline street,northcote,3070,1,1,-37.7639209,144.9942839,206021500,Greater Melbourne
1,Unit,2024,799.0,2013/8 pearl river road,docklands,3008,2,1,-37.8153147,144.9380302,206041118,Greater Melbourne
2,House,2024,1100.0,20 delacombe drive,vermont south,3133,4,3,-37.8493159,145.2010043,211041273,Greater Melbourne
2,House,2024,1100.0,3 scheele street,surrey hills,3127,5,2,-37.8155603,145.0978226,207011155,Greater Melbourne
1,Unit,2024,600.0,307/54 la scala avenue,maribyrnong,3032,2,2,-37.78096730000001,144.8940064,213031349,Greater Melbourne
1,Unit,2024,695.0,1314/50 albert road,south melbourne,3205,2,1,-37.8340507,144.9713202,206051512,Greater Melbourne
2,House,2024,550.0,6 garner grove,rockbank,3335,4,2,-37.734042,144.6515946,213041359,Greater Melbourne
2,House,2024,620.0,12 plumbago street,craigieburn,3064,4,2,-37.5984855,144.9017892,210051443,Greater Melbourne
1,House,2024,790.0,9 vincent street,coburg,3058,4,1,-37.7430574,144.9559442,206011498,Greater Melbourne
1,Unit,2024,320.0,4/3 stud road,dandenong north,3175,2,1,-37.9845748,145.2206428,212041563,Greater Melbourne
2,House,2024,530.0,24 willow drive,hampton park,3976,3,1,-38.021696,145.2635823,212031562,Greater Melbourne
1,Unit,2024,500.0,518/2 golding street,hawthorn,3122,1,1,-37.821831,145.0325841,207011520,Greater Melbourne
1,Unit,2024,660.0,203/11 foundation boulevard,burwood east,3151,2,1,-37.8498475,145.1353357,207031166,Greater Melbourne
1,Unit,2024,550.0,2/25 myola street,carrum,3197,2,1,-38.074643,145.1346341,208031185,Greater Melbourne
2,House,2024,520.0,11 fayalite circuit,donnybrook,3064,4,2,-37.5301563,144.9961512,209041225,Greater Melbourne
2,Unit,2024,550.0,4/72 grosvenor street,balaclava,3183,2,1,-37.8730714,144.9958521,206051134,Greater Melbourne
2,House,2024,620.0,20 perease road,wollert,3750,4,2,-37.614919,145.0169636,209041437,Greater Melbourne
3,House,2024,540.0,21 the ridge west,knoxfield,3180,3,1,-37.886037,145.2501378,211011254,Greater Melbourne
2,House,2024,680.0,15 aberfeldie way,caroline springs,3023,4,3,-37.7277098,144.7494177,213041463,Greater Melbourne
1,Townhouse,2024,620.0,3/153 wood st,preston,3072,3,1,-37.7353334,145.0191659,209021428,Greater Melbourne
2,Unit,2024,875.0,20a eildon road,st kilda,3182,2,2,-37.8628963,144.976799,206051514,Greater Melbourne
2,House,2024,500.0,11 shrives road,narre warren,3805,3,1,-38.0283281,145.3019407,212021456,Greater Melbourne
1,Townhouse,2024,800.0,18 lawler street,point cook,3030,3,2,-37.8830532,144.7373445,213051580,Greater Melbourne
2,House,2024,550.0,11 explorer crescent,diggers rest,3427,3,2,-37.6221244,144.7039034,210041539,Greater Melbourne
2,Townhouse,2024,750.0,4 beaumonde street,coburg,3058,3,1,-37.7548702,144.9784262,206011497,Greater Melbourne
1,Unit,2024,500.0,804/51 galada avenue,parkville,3052,1,1,-37.7803496,144.9397616,206041124,Greater Melbourne
1,Unit,2024,570.0,201/662 whitehorse road,mont albert,3127,2,1,-37.8157917,145.1040583,207031167,Greater Melbourne
2,House,2024,1800.0,30 bali hi boulevard,templestowe,3106,5,3,-37.7643372,145.1550521,207021159,Greater Melbourne
2,Townhouse,2024,680.0,2/3 jeffrey street,dandenong north,3175,3,2,-37.9686769,145.2163587,212041312,Greater Melbourne
1,Townhouse,2024,620.0,1/20 eileen street,hadfield,3046,2,2,-37.7081161,144.9388144,210031440,Greater Melbourne
2,House,2024,1500.0,2/36 oswald street,elsternwick,3185,3,2,-37.8945504,145.0117952,208021179,Greater Melbourne
1,House,2024,575.0,24 winchester road,nunawading,3131,3,1,-37.8054509,145.1850669,211041271,Greater Melbourne
3,House,2024,750.0,29 botanica boulevard,bundoora,3083,3,2,-37.6801859,145.0529983,209041216,Greater Melbourne
1,Unit,2024,420.0,2/213 willams road,south yarra,3141,1,1,-37.8448546,145.0036539,206061516,Greater Melbourne
0,Unit,2024,410.0,504/62 carlisle street,st kilda,3182,1,1,-37.8673922,144.9840543,206051513,Greater Melbourne
0,Unit,2024,415.0,1/107 princes street,flemington,3031,1,1,-37.7850671,144.9344156,206031115,Greater Melbourne
1,Unit,2024,370.0,27/250 dandenong road,st kilda east,3183,1,1,-37.8592538,145.0006146,206051134,Greater Melbourne
1,Unit,2024,500.0,3/24 pell street,bentleigh east,3165,2,1,-37.911316,145.080344,208021426,Greater Melbourne
1,House,2024,410.0,2 hazel street,melton south,3338,3,1,-37.7008689,144.5696788,213041578,Greater Melbourne
1,Unit,2024,550.0,4/31 palmer street,fawkner,3060,3,1,-37.6942744,144.959872,210031237,Greater Melbourne
2,House,2024,500.0,5 selby way,donnybrook,3064,3,2,-37.5466567,144.9611294,209041225,Greater Melbourne
0,House,2024,1200.0,148 johnston street,fitzroy,3065,3,2,-37.7986577,144.979744,206071142,Greater Melbourne
2,House,2024,500.0,8 bodmin court,craigieburn,3064,3,2,-37.6077339,144.9264185,210051443,Greater Melbourne
2,House,2024,620.0,24 timber ridge,doncaster,3108,3,1,-37.7778129,145.1101634,207021157,Greater Melbourne
0,House,2024,580.0,25 wade street,tarneit,3029,4,2,-37.8212397,144.6756875,213051584,Greater Melbourne
2,House,2024,500.0,12 lineker drive,deanside,3336,4,2,-37.7233791,144.7216841,213041574,Greater Melbourne
1,Unit,2024,490.0,6/69 station street,fairfield,3078,2,1,-37.78008579999999,145.0181109,206021110,Greater Melbourne
1,Unit,2024,550.0,g4/380 queensberry street,north melbourne,3051,1,1,-37.8034009,144.9551969,206041506,Greater Melbourne
2,House,2024,630.0,9 dunk cres,bonbeach,3196,3,2,-38.0678994,145.1343601,208031186,Greater Melbourne
4,House,2024,1250.0,228 gladesville boulevard,patterson lakes,3197,4,3,-38.0777549,145.1441008,208031185,Greater Melbourne
1,Unit,2024,500.0,7/251 springfield road,nunawading,3131,2,1,-37.8115202,145.1672576,211041271,Greater Melbourne
2,House,2024,550.0,16 tyrone street,langwarrin,3910,3,1,-38.1615229,145.1868937,214011374,Greater Melbourne
0,Townhouse,2024,650.0,28 windy hill drive,mulgrave,3170,3,2,-37.9306598,145.1878826,212051325,Greater Melbourne
2,House,2024,630.0,2 conlan way,lilydale,3140,3,2,-37.7462128,145.339808,211051278,Greater Melbourne
1,Unit,2024,599.0,808/338 kings way,south melbourne,3205,2,2,-37.8349052,144.9699958,206051512,Greater Melbourne
0,Studio,2024,590.0,406/10 bennetts lane,melbourne,3000,1,1,-37.8090349,144.967923,206041503,Greater Melbourne
1,Unit,2024,550.0,26/128 maribyrnong road,moonee ponds,3039,2,1,-37.7714448,144.9151561,206031116,Greater Melbourne
0,Unit,2024,700.0,3502/380 little lonsdale street,melbourne,3000,2,2,-37.8122683,144.9582693,206041505,Greater Melbourne
2,House,2024,550.0,6 bates street,cranbourne west,3977,3,1,-38.0984888,145.258099,212031304,Greater Melbourne
1,Townhouse,2024,990.0,2/343 williamstown road,port melbourne,3207,3,2,-37.8345777,144.9260721,206051511,Greater Melbourne
0,Studio,2024,320.0,5/25 moffatt crescent,hoppers crossing,3029,1,1,-37.8779599,144.6981239,213051362,Greater Melbourne
2,House,2024,465.0,11 trondheim street,rockbank,3335,4,2,-37.7225865,144.6392848,213041359,Greater Melbourne
2,House,2024,650.0,10 ecurb street,clyde north,3978,4,2,-38.09992099999999,145.3774563,212031556,Greater Melbourne
0,Studio,2024,315.0,202/2 eastern place,hawthorn east,3123,0,1,-37.8233469,145.0455415,207011152,Greater Melbourne
3,Unit,2024,460.0,3/44 howard street,reservoir,3073,2,1,-37.718928,145.01216,209021525,Greater Melbourne
4,House,2024,720.0,4 garfield street,cheltenham,3192,3,2,-37.9596361,145.0523767,208031188,Greater Melbourne
0,Studio,2024,370.0,501/131 pelham street,carlton,3053,0,1,-37.8027012,144.9638585,206041117,Greater Melbourne
2,Townhouse,2024,795.0,2/244-246 riversdale road,hawthorn east,3123,3,2,-37.8301393,145.044625,207011152,Greater Melbourne
2,House,2024,480.0,20 selhurst street,wyndham vale,3024,3,2,-37.8498418,144.5950159,213051589,Greater Melbourne
2,House,2024,530.0,22 bianco place,truganina,3029,4,2,-37.7484024,144.6768023,213041359,Greater Melbourne
1,Unit,2024,500.0,4/13 linden avenue,ivanhoe,3079,2,1,-37.7569118,145.0521289,209011199,Greater Melbourne
2,House,2024,530.0,798 armstrong road,manor lakes,3024,4,2,-37.8773024,144.6085101,213051590,Greater Melbourne
2,House,2024,1200.0,35 fernlea crescent,doncaster east,3109,4,3,-37.7538458,145.1719467,207021424,Greater Melbourne
2,Townhouse,2024,1400.0,48a norville street,bentleigh east,3165,4,3,-37.9289427,145.06803,208021427,Greater Melbourne
1,Unit,2024,500.0,3/65 tennyson street,elwood,3184,2,1,-37.8787507,144.9896687,206051129,Greater Melbourne
2,House,2024,620.0,38 strathavan drive,berwick,3806,4,2,-38.0507981,145.35247,212021553,Greater Melbourne
1,Townhouse,2024,680.0,4/5 grosvenor street,doncaster,3108,2,2,-37.7832364,145.128251,207021157,Greater Melbourne
2,House,2024,550.0,26 maslin walk,point cook,3030,4,2,-37.9002829,144.7535412,213051466,Greater Melbourne
0,Unit,2024,570.0,1814/551 swanston street,carlton,3053,2,1,-37.8057727,144.9628609,206041117,Greater Melbourne
2,House,2024,570.0,42 ainsdale avenue,wantirna,3152,3,1,-37.85197489999999,145.23014,211011259,Greater Melbourne
1,Unit,2024,675.0,8/399 toorak road,south yarra,3141,2,1,-37.8402895,145.0039125,206061515,Greater Melbourne
0,Unit,2024,650.0,2403/80 a'beckett street,melbourne,3000,2,1,-37.8089991,144.9610792,206041504,Greater Melbourne
2,Townhouse,2024,810.0,11/4-12 fisher parade,ascot vale,3032,3,3,-37.7847534,144.9059829,206031113,Greater Melbourne
2,House,2024,525.0,104 hamish drive,tarneit,3029,4,2,-37.8398558,144.6612673,213051583,Greater Melbourne
2,House,2024,500.0,28 glendale road,springvale,3171,3,1,-37.9375371,145.1494999,212041317,Greater Melbourne
2,House,2024,590.0,21 pisa way,mernda,3754,4,2,-37.6000822,145.0834398,209041532,Greater Melbourne
1,Unit,2024,700.0,2b2b/803 dandenong road,malvern east,3145,2,2,-37.87407839999999,145.0390006,208041195,Greater Melbourne
2,House,2024,620.0,2/165 bay road,sandringham,3191,2,1,-37.9537264,145.0226484,208011171,Greater Melbourne
1,House,2024,670.0,344a mckinnon road,bentleigh east,3165,3,1,-37.9131231,145.0531551,208021426,Greater Melbourne
