,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,parking,property_type,date_available,weekly_cost,address,suburb,postcode,beds,baths,latitude,longitude,dist_to_city,dist_to_education,dist_to_parks_and_gardens,dist_to_train_station,dist_to_shopping,dist_to_healthcare,SA2_CODE21,SA2_NAME21,GCC_NAME21
1164,1164,1164,1164,2,House,2024,515.0,8 barleycorn bend,armstrong creek,3217.0,4,2,-38.2346511,144.3750094,11.01709,0.86633,0.44942,5.5699,0.90934,6.88387,203031489,Barwon Heads - Armstrong Creek,Rest of Vic.
1165,1165,1165,1165,2,House,2024,650.0,20 yarrow street,ocean grove,3226.0,4,2,-38.2397897,144.545265,22.22779,3.41588,0.31544,23.12674,0.98467,2.53757,203031490,Ocean Grove,Rest of Vic.
1166,1166,1166,1166,3,House,2024,190.0,41 iona avenue,belmont,3216.0,3,1,-38.1771923,144.3253036,5.77783,0.29923,0.0,5.26767,1.03957,1.36742,203021037,Belmont,Rest of Vic.
1167,1167,1167,1167,0,House,2024,630.0,35 sunset strip,jan juc,3228.0,3,2,-38.3469301,144.3007183,24.77228,1.00151,0.90062,19.51375,3.31999,5.54458,203031053,Torquay,Rest of Vic.
1168,1168,1168,1168,1,Unit,2024,370.0,2/57 lynch street,yarrawonga,3730.0,2,1,-36.0140484,146.0068361,80.92868,1.1762,0.4666499999999999,65.00638,0.55969,0.34854,216021414,Yarrawonga,Rest of Vic.
1169,1169,1169,1169,1,Unit,2024,370.0,3/27 alexandra street,mooroopna,3629.0,2,1,-36.3932419,145.3571796,4.73778,0.69359,0.52381,1.11701,0.53047,4.69479,216031415,Mooroopna,Rest of Vic.
1170,1170,1170,1170,1,House,2024,350.0,92 rundell street,ararat,3377.0,3,1,-37.28766299999999,142.942839,92.54035,0.54936,1.56089,1.17749,1.3609,2.2479,215011386,Ararat,Rest of Vic.
1171,1171,1171,1171,2,House,2024,370.0,837 humffray street south,mount pleasant,3350.0,2,1,-37.5762541,143.8509838,2.70948,0.85646,1.33298,2.69428,1.91838,2.29649,201011483,Canadian - Mount Clear,Rest of Vic.
1172,1172,1172,1172,2,House,2024,450.0,32a hopetoun street,ballarat east,3350.0,3,2,-37.5615636,143.876852,1.71105,0.32746,0.7788999999999999,2.12203,0.97461,3.15963,201011481,Ballarat East - Warrenheip,Rest of Vic.
1173,1173,1173,1173,0,House,2024,395.0,133a lorenzs rd,strathmerton,3641.0,3,1,-35.9375148,145.5058129,59.70131,3.90482,3.70205,80.34286,14.41644,15.10254,216021413,Numurkah,Rest of Vic.
1174,1174,1174,1174,1,House,2024,580.0,13 rosalind street,bendigo,3550.0,3,1,-36.752262,144.2786578,2.02787,0.72457,1.31283,2.58236,1.49119,0.18727,202011018,Bendigo,Rest of Vic.
1175,1175,1175,1175,1,House,2024,155.0,room 6,belmont,3216.0,1,1,-38.1832528,144.351391,4.80647,1.23683,0.8874,2.50468,1.81159,1.3285,203021037,Belmont,Rest of Vic.
1176,1176,1176,1176,3,House,2024,480.0,2 saintfield street,lara,3212.0,3,1,-38.0327237,144.3952384,14.73915,0.39516,0.36318,3.14354,2.41513,7.516739999999999,203021043,Lara,Rest of Vic.
1177,1177,1177,1177,2,House,2024,520.0,29 barnett drive,kangaroo flat,3555.0,3,2,-36.8160556,144.235353,9.97857,1.97285,1.2468,3.63473,1.69162,8.19815,202011022,Kangaroo Flat - Golden Square,Rest of Vic.
1178,1178,1178,1178,1,House,2024,420.0,13 spring street,geelong west,3218.0,2,1,-38.1450466,144.3519425,1.02194,0.5187200000000001,0.49531,1.1698,0.66206,1.1646500000000002,203021040,Geelong West - Hamlyn Heights,Rest of Vic.
1179,1179,1179,1179,0,Unit,2024,220.0,3/123 cobb street,penshurst,3289.0,1,1,-37.8784598,142.2856017,68.7522,0.32857,1.0568499999999998,30.54835,30.18322,30.38244,217011423,Southern Grampians,Rest of Vic.
1180,1180,1180,1180,0,Unit,2024,360.0,5 baker street,chewton,3451.0,1,1,-37.0812538,144.2604945,43.87845,0.11,0.82629,5.22076,4.55468,6.73505,202021027,Castlemaine,Rest of Vic.
1181,1181,1181,1181,1,Unit,2024,340.0,5/62-64 western beach road,geelong,3220.0,1,1,-38.1417369,144.3579957,1.13359,1.66729,0.9688,0.59248,0.97199,1.48779,203021039,Geelong,Rest of Vic.
1182,1182,1182,1182,2,House,2024,350.0,6/27 nish street,flora hill,3550.0,2,1,-36.7702945,144.2964597,2.20272,1.01316,0.98452,1.7753599999999998,1.78648,0.69099,202011021,Flora Hill - Spring Gully,Rest of Vic.
1183,1183,1183,1183,2,House,2024,630.0,5 escarpment drive,fyansford,3218.0,4,2,-38.1399548,144.3002635,5.90554,2.91712,0.98828,6.7939300000000005,6.80055,3.76535,203021040,Geelong West - Hamlyn Heights,Rest of Vic.
1184,1184,1184,1184,2,House,2024,400.0,19 currawong close,raymond island,3880.0,3,1,-37.9163178,147.7330982,133.10182999999998,3.62899,2.11596,18.85433,2.32575,2.17196,205021086,Paynesville,Rest of Vic.
1185,1185,1185,1185,2,House,2024,650.0,6 alderbrook drive,ocean grove,3226.0,4,3,-38.2548845,144.5482252,24.34053,1.2272,0.7739400000000001,25.36229,0.53273,0.43328,203031490,Ocean Grove,Rest of Vic.
1186,1186,1186,1186,1,House,2024,520.0,11 belmore road,warrnambool,3280.0,3,1,-38.3926484,142.5037307,3.0408000000000004,1.16696,0.99138,3.40476,2.4300900000000003,4.28727,217041480,Warrnambool - South,Rest of Vic.
1187,1187,1187,1187,2,House,2024,560.0,8 fenaughty street,yarrawonga,3730.0,4,2,-36.0172068,146.0171173,81.77909,1.04931,0.94581,58.04834,1.88183,0.68183,216021414,Yarrawonga,Rest of Vic.
1188,1188,1188,1188,1,House,2024,500.0,23 amoore avenue,highton,3216.0,4,1,-38.1854555,144.3229369,6.58277,0.1209399999999999,0.43553,4.8662600000000005,1.58076,1.53502,203021042,Highton,Rest of Vic.
1189,1189,1189,1189,0,House,2024,420.0,420 dookie-nalinga road,dookie,3646.0,3,1,-36.340035,145.721249,34.44414,5.218109999999999,4.54138,4.56811,33.596160000000005,33.41525,216031418,Shepparton Surrounds - East,Rest of Vic.
1190,1190,1190,1190,4,House,2024,570.0,15 roosevelt road,mount duneed,3217.0,4,2,-38.2218082,144.3240286,10.29974,0.6184,0.5529,4.23359,3.61301,3.6837,203021487,Grovedale - Mount Duneed,Rest of Vic.
1191,1191,1191,1191,2,Townhouse,2024,720.0,4 lorne terrace,flora hill,3550.0,4,3,-36.7846188,144.2944564,3.8065,1.72719,1.81865,2.95933,2.12629,1.89237,202011021,Flora Hill - Spring Gully,Rest of Vic.
1192,1192,1192,1192,1,House,2024,450.0,22 crichton crescent,venus bay,3956.0,4,1,-38.7012214,145.8305739,108.51038,4.30337,0.89623,92.03562,1.03092,35.28314,205031087,Foster,Rest of Vic.
1193,1193,1193,1193,2,House,2024,750.0,365 reedy creek road,reedy creek,3658.0,4,1,-37.25275750000001,145.1306868,87.78885000000001,12.70757,22.29439,13.06047,12.80935,28.640220000000003,204011056,Kilmore - Broadford,Rest of Vic.
1194,1194,1194,1194,2,House,2024,460.0,144 shortridge drive,lucas,3350.0,4,2,-37.5443915,143.7703315,8.86534,2.00954,2.48678,7.20743,1.77221,1.73946,201011001,Alfredton,Rest of Vic.
1195,1195,1195,1195,1,Unit,2024,340.0,7 the grange,soldiers hill,3350.0,2,1,-37.5448797,143.8612059,2.29956,0.17904,0.6722,1.71068,1.31662,1.0813199999999998,201011482,Ballarat North - Invermay,Rest of Vic.
1196,1196,1196,1196,2,House,2024,450.0,3/632 doveton street north,soldiers hill,3350.0,3,2,-37.5467774,143.8582213,2.26634,0.37713,0.32973,1.67746,1.56944,0.6122000000000001,201011482,Ballarat North - Invermay,Rest of Vic.
1197,1197,1197,1197,1,Townhouse,2024,410.0,6/17 aberdeen street,newtown,3220.0,2,1,-38.1476651,144.3496413,1.07521,0.38619,0.82285,1.33432,0.9896,1.21792,203021046,Newtown (Vic.),Rest of Vic.
1198,1198,1198,1198,2,House,2024,450.0,6 milton street,bell park,3215.0,3,1,-38.1162913,144.3320352,5.82012,1.26008,0.02618,3.16909,0.93325,1.34445,203021047,North Geelong - Bell Park,Rest of Vic.
1199,1199,1199,1199,2,House,2024,490.0,30 border collie close,curlewis,3222.0,4,2,-38.17614289999999,144.5510126,18.7058,1.3818499999999998,1.00296,19.66013,1.51974,2.43184,203031048,Clifton Springs,Rest of Vic.
1200,1200,1200,1200,2,House,2024,500.0,69 ellis street,flora hill,3550.0,3,1,-36.7762493,144.2998832,2.95149,0.31217,0.45913,2.52412,0.76678,1.16631,202011021,Flora Hill - Spring Gully,Rest of Vic.
1201,1201,1201,1201,2,House,2024,450.0,125 reservoir road,strathdale,3550.0,3,1,-36.7664261,144.3163654,4.07752,1.00905,0.5410499999999999,4.02329,1.81796,3.25763,202011020,East Bendigo - Kennington,Rest of Vic.
1202,1202,1202,1202,1,House,2024,375.0,3/106 burnbank close,ballarat central,3350.0,2,1,-37.5460405,143.8459589,2.69661,1.3894300000000002,1.36326,2.33237,1.51981,1.45443,201011002,Ballarat,Rest of Vic.
1203,1203,1203,1203,2,Unit,2024,495.0,1/64 christies road,leopold,3224.0,3,2,-38.1869585,144.4746503,11.79045,1.67285,4.35154,12.74477,2.4715,10.21196,203021044,Leopold,Rest of Vic.
1204,1204,1204,1204,3,House,2024,550.0,4 newry drive,traralgon,3844.0,3,2,-38.2111316,146.513497,3.71495,1.93936,1.87963,3.21937,2.93494,3.26752,205041494,Traralgon - West,Rest of Vic.
1205,1205,1205,1205,1,Unit,2024,460.0,4/16 burn street,golden square,3555.0,3,2,-36.7679281,144.2577592,3.62677,0.32148,1.17696,3.22934,1.44724,1.35904,202011022,Kangaroo Flat - Golden Square,Rest of Vic.
1206,1206,1206,1206,2,House,2024,570.0,36 george albert drive,traralgon,3844.0,4,2,-38.1762445,146.5565414,3.76051,3.6407,0.72326,4.580850000000001,0.79022,4.675520000000001,205041493,Traralgon - East,Rest of Vic.
1207,1207,1207,1207,1,Unit,2024,290.0,15/41 cruse street,wangaratta,3677.0,1,1,-36.3561257,146.2932758,71.41916,1.61303,0.25189,2.69329,2.31141,2.53823,204021066,Wangaratta,Rest of Vic.
1208,1208,1208,1208,2,House,2024,470.0,16 elegante road,delacombe,3356.0,4,2,-37.5802669,143.8008483,8.00247,2.87079,1.83706,7.41282,2.18791,4.5390500000000005,201011006,Delacombe,Rest of Vic.
1209,1209,1209,1209,1,House,2024,550.0,207 moore street,warrnambool,3280.0,4,1,-38.37435929999999,142.4966059,2.00196,1.27659,1.52698,2.58723,1.90637,1.94939,217041479,Warrnambool - North,Rest of Vic.
1210,1210,1210,1210,2,House,2024,800.0,131 aberdeen street,newtown,3220.0,4,2,-38.1461382,144.3398711,1.84518,0.39498,0.29717,2.10428,0.41257,0.44567,203021046,Newtown (Vic.),Rest of Vic.
1211,1211,1211,1211,1,Unit,2024,415.0,1/1a vista road,newtown,3220.0,2,1,-38.1573948,144.3328794,3.44323,0.7534,0.69813,3.81323,0.49037,1.4134,203021046,Newtown (Vic.),Rest of Vic.
1212,1212,1212,1212,1,Unit,2024,450.0,1/5-7 henty street,torquay,3228.0,2,1,-38.3237294,144.3191179,20.77813,0.17546,0.91262,15.5196,1.2721,1.55043,203031053,Torquay,Rest of Vic.
1213,1213,1213,1213,2,House,2024,515.0,151 canadian lakes boulevard,canadian,3350.0,5,2,-37.5868901,143.8763575,4.71637,3.91121,1.73962,5.44193,2.6836,6.35211,201011483,Canadian - Mount Clear,Rest of Vic.
1214,1214,1214,1214,2,House,2024,420.0,7 townsend court,alfredton,3350.0,3,2,-37.5553925,143.8048956,5.5295,0.39479,0.09897,4.11046,1.82251,2.80639,201011001,Alfredton,Rest of Vic.
1215,1215,1215,1215,2,House,2024,700.0,4 jurana cr,mount duneed,3217.0,4,2,-38.2161386,144.3229138,9.958950000000002,3.62962,1.55969,3.89281,3.27223,3.34292,203021487,Grovedale - Mount Duneed,Rest of Vic.
1216,1216,1216,1216,4,House,2024,450.0,87 fenwick street,portarlington,3223.0,3,1,-38.1166275,144.6586168,31.34413,0.30127,0.7771,73.52565,0.48258,11.08067,203031051,Portarlington,Rest of Vic.
1217,1217,1217,1217,2,House,2024,495.0,26 mcleod street,kirwans bridge,3608.0,2,1,-36.7438081,145.1360259,53.3928,12.68389,12.4347,12.99101,11.9834,13.0695,204011058,Nagambie,Rest of Vic.
1218,1218,1218,1218,1,Unit,2024,450.0,1/78 hickford parade,warrnambool,3280.0,2,1,-38.3944216,142.5021468,3.40374,1.5299,0.99299,3.7677,2.7875300000000003,4.65021,217041480,Warrnambool - South,Rest of Vic.
1219,1219,1219,1219,3,House,2024,420.0,2/7 easton street,wonthaggi,3995.0,3,1,-38.6101353,145.5845548,135.36377,0.9751,0.6454500000000001,106.01278,0.87617,0.91017,205031093,Wonthaggi - Inverloch,Rest of Vic.
1220,1220,1220,1220,1,House,2024,435.0,5 quamby avenue,hamlyn heights,3215.0,3,1,-38.125138,144.3371235,4.63108,0.37383,0.52822,2.49774,1.75621,1.15656,203021040,Geelong West - Hamlyn Heights,Rest of Vic.
1221,1221,1221,1221,0,House,2024,360.0,12 butterfly lane,golden point,3350.0,2,2,-37.5692363,143.864735,1.20162,1.54036,0.6169199999999999,1.93853,0.8041900000000001,2.97612,201011483,Canadian - Mount Clear,Rest of Vic.
1222,1222,1222,1222,2,House,2024,500.0,2/425a ontario ave,mildura,3500.0,3,2,-34.1963473,142.1284325,2.74928,0.92923,1.89602,16.7584,2.06422,2.12738,215021470,Mildura - South,Rest of Vic.
1223,1223,1223,1223,4,House,2024,425.0,7 ross court,benalla,3672.0,3,1,-36.5505225,145.9654007,63.06562,0.48936,1.4419000000000002,3.22648,3.2199,4.13872,204021063,Benalla,Rest of Vic.
1224,1224,1224,1224,2,House,2024,550.0,9 rene street,waurn ponds,3216.0,4,2,-38.2151286,144.3066525,9.69306,1.70105,1.0469000000000002,0.23347,2.68208,3.714,203021487,Grovedale - Mount Duneed,Rest of Vic.
1225,1225,1225,1225,1,House,2024,420.0,36 buffalo ave,corio,3214.0,3,1,-38.0742194,144.3669046,9.47383,0.1852299999999999,0.45097,2.10067,1.09667,2.25142,203021486,Corio - Lovely Banks,Rest of Vic.
1226,1226,1226,1226,1,House,2024,620.0,7 camp street,maldon,3463.0,3,2,-36.9938663,144.067288,42.12679,0.08036,0.4787099999999999,0.62947,0.6991,0.52163,202021028,Castlemaine Surrounds,Rest of Vic.
1227,1227,1227,1227,1,Unit,2024,310.0,10/114 lydiard street north,ballarat central,3350.0,1,1,-37.5593487,143.858505,0.60511,0.87489,1.32299,0.272,0.76301,1.3096,201011002,Ballarat,Rest of Vic.
1228,1228,1228,1228,2,House,2024,410.0,1/19 melbourne street,kilmore,3764.0,3,2,-37.2941228,144.9500112,71.16755,0.7802100000000001,0.39704,3.83201,0.96958,0.8629,204011056,Kilmore - Broadford,Rest of Vic.
1229,1229,1229,1229,2,House,2024,850.0,62 eastern beach road,geelong,3220.0,3,3,-38.1481556,144.372668,1.53066,2.14865,1.04823,2.31327,1.02895,0.8325199999999999,203021039,Geelong,Rest of Vic.
1230,1230,1230,1230,2,House,2024,350.0,12 sloss street,horsham,3400.0,3,1,-36.7198772,142.203876,226.25988,0.8284600000000001,0.94962,1.62901,0.85734,1.2418699999999998,215011388,Horsham,Rest of Vic.
1231,1231,1231,1231,1,House,2024,490.0,20 orchard street,east geelong,3219.0,3,1,-38.1558508,144.3760773,1.90284,1.40491,1.03698,2.24293,0.5330900000000001,1.47564,203021039,Geelong,Rest of Vic.
1232,1232,1232,1232,2,House,2024,590.0,4 avenel circuit,wodonga,3690.0,4,2,-36.1595833,146.8809877,5.0169,2.07124,1.19316,7.53417,4.11424,4.14745,204031491,Baranduda - Leneva,Rest of Vic.
1233,1233,1233,1233,2,House,2024,650.0,77 marlin drive,ocean grove,3226.0,4,2,-38.2652141,144.5409169,24.73219,0.86573,0.62261,23.4404,1.53846,1.71523,203031490,Ocean Grove,Rest of Vic.
1234,1234,1234,1234,2,Townhouse,2024,850.0,3a carr street,horsham,3400.0,3,2,-36.7132788,142.213798,228.00378,0.61815,0.69197,1.7766,1.81844,1.1231099999999998,215011388,Horsham,Rest of Vic.
1235,1235,1235,1235,1,Unit,2024,325.0,1/36 rowe street,euroa,3666.0,2,1,-36.7450027,145.5658382,48.5951,1.1369200000000002,1.1463599999999998,0.78935,1.18388,1.9195,204011055,Euroa,Rest of Vic.
1236,1236,1236,1236,2,House,2024,480.0,4 goldsborough street,bonshaw,3352.0,4,2,-37.5994164,143.8218977,6.52247,1.66165,0.70504,6.70078,2.41706,3.30805,201011006,Delacombe,Rest of Vic.
1237,1237,1237,1237,2,House,2024,750.0,17 freeman crescent,baranduda,3691.0,4,2,-36.175251,146.9382665,10.83905,0.8725,1.04279,14.2765,8.517959999999999,9.96959,204031491,Baranduda - Leneva,Rest of Vic.
1238,1238,1238,1238,2,House,2024,560.0,57 franklin road,mount duneed,3217.0,4,2,-38.222813,144.3203359,10.72262,0.82201,0.07023,4.6564700000000006,4.03589,4.10658,203021487,Grovedale - Mount Duneed,Rest of Vic.
1239,1239,1239,1239,2,House,2024,550.0,2/43 mcnulty drive,traralgon,3844.0,3,2,-38.2068047,146.5115895,3.53165,1.28602,2.33915,3.03607,2.2816,3.08422,205041494,Traralgon - West,Rest of Vic.
1240,1240,1240,1240,0,Unit,2024,430.0,1/8 powlett street street,kyneton,3444.0,2,1,-37.2511133,144.4479916,67.50277,0.97078,0.54779,1.2451500000000002,0.71826,2.35664,202021030,Kyneton,Rest of Vic.
1241,1241,1241,1241,2,House,2024,550.0,62 rupert street,broadford,3658.0,4,2,-37.2085362,145.053159,79.33218,1.97523,1.62758,2.3281300000000003,2.07701,17.054009999999998,204011056,Kilmore - Broadford,Rest of Vic.
1242,1242,1242,1242,1,House,2024,600.0,1/106 asbury street east,ocean grove,3226.0,3,2,-38.2637124,144.5267837,24.97113,0.39288,0.4399599999999999,22.36201,0.84337,0.76202,203031490,Ocean Grove,Rest of Vic.
1243,1243,1243,1243,4,House,2024,530.0,192 don street,bendigo,3550.0,3,1,-36.7588018,144.2686124,1.94988,0.41011,1.75985,2.5707600000000004,1.43712,0.39292,202011018,Bendigo,Rest of Vic.
1244,1244,1244,1244,3,House,2024,500.0,1 strickland avenue,highton,3216.0,3,1,-38.1822039,144.3178089,6.520989999999999,0.66747,0.72092,4.96833,1.82404,2.3401,203021042,Highton,Rest of Vic.
1245,1245,1245,1245,1,House,2024,350.0,23 montgomery street,wendouree,3355.0,3,1,-37.5234139,143.8311314,6.47238,0.52358,0.34643,2.95962,1.95586,2.9664200000000003,201011008,Wendouree - Miners Rest,Rest of Vic.
1246,1246,1246,1246,1,House,2024,360.0,22 forge creek road,eagle point,3878.0,2,1,-37.8927651,147.6743014,125.32578,0.5788099999999999,9.2581,11.07829,8.49414,8.65124,205021086,Paynesville,Rest of Vic.
1247,1247,1247,1247,0,House,2024,400.0,6/8 clarke street,kennington,3550.0,0,0,-36.7671798,144.295048,1.97776,0.32215,1.0523399999999998,1.70661,1.6187,1.02903,202011020,East Bendigo - Kennington,Rest of Vic.
1248,1248,1248,1248,1,House,2024,165.0,room 4,belmont,3216.0,1,1,-38.1832528,144.351391,4.80647,1.23683,0.8874,2.50468,1.81159,1.3285,203021037,Belmont,Rest of Vic.
1249,1249,1249,1249,2,House,2024,650.0,17b bambra road,aireys inlet,3231.0,3,2,-38.4618844,144.1017121,47.77164,1.32274,0.80168,48.23784,11.74302,18.99767,203031049,Lorne - Anglesea,Rest of Vic.
1250,1250,1250,1250,1,Unit,2024,400.0,2/43 cambra road,belmont,3216.0,2,1,-38.1827163,144.3391746,5.2515,0.64699,0.5472,3.63578,1.5159,0.62699,203021037,Belmont,Rest of Vic.
1251,1251,1251,1251,2,Townhouse,2024,530.0,3/24 griffen street,hamlyn heights,3215.0,3,2,-38.1221255,144.3260418,5.84144,0.47517,0.32623,4.1043400000000005,1.70612,2.17187,203021040,Geelong West - Hamlyn Heights,Rest of Vic.
1252,1252,1252,1252,2,House,2024,435.0,29 bowerbird grange,winter valley,3358.0,4,2,-37.5768714,143.7833745,9.36908,4.77138,1.83193,7.96945,4.3348,4.28854,201011006,Delacombe,Rest of Vic.
1253,1253,1253,1253,2,House,2024,450.0,145 the bridle track,glenaroua,3764.0,3,1,-37.0223042,144.9576344,79.50784,13.30012,9.01558,22.54579,18.92219,19.41953,204011060,Seymour Surrounds,Rest of Vic.
1254,1254,1254,1254,2,House,2024,490.0,5 mulberry lane,white hills,3550.0,4,2,-36.7258295,144.3129372,5.01393,0.43131,0.79486,3.45996,3.12365,3.12503,202011025,White Hills - Ascot,Rest of Vic.
1255,1255,1255,1255,2,House,2024,450.0,35 main street,myrniong,3341.0,3,2,-37.6183255,144.3414418,45.50735,0.4711,0.6995399999999999,11.77929,13.94437,13.76975,201021009,Bacchus Marsh Surrounds,Rest of Vic.
1256,1256,1256,1256,2,House,2024,520.0,6 campus ct,clifton springs,3222.0,3,2,-38.1464663,144.5739898,23.46351,3.08343,1.28907,53.89237,3.6775,3.49425,203031048,Clifton Springs,Rest of Vic.
1257,1257,1257,1257,2,House,2024,550.0,74 kialla lakes drive,kialla,3631.0,4,2,-36.416745,145.4019054,4.44516,3.63315,2.68773,5.20945,1.81028,4.51752,216031593,Kialla,Rest of Vic.
1258,1258,1258,1258,0,Unit,2024,200.0,8/105 main street,natimuk,3409.0,1,1,-36.7429528,141.9398778,245.41819,0.88609,0.51623,25.53761,23.78353,25.43897,215011389,Horsham Surrounds,Rest of Vic.
1259,1259,1259,1259,2,House,2024,800.0,20 woodbridge street,killara,3691.0,4,2,-36.1401666,146.9425109,8.982190000000001,4.94367,0.73097,13.36129,7.60276,10.14528,204031491,Baranduda - Leneva,Rest of Vic.
1260,1260,1260,1260,1,House,2024,450.0,1 hibiscus court,kangaroo flat,3555.0,3,1,-36.804569,144.2290545,9.29976,2.55965,3.39427,2.95592,2.72465,7.519340000000001,202011022,Kangaroo Flat - Golden Square,Rest of Vic.
1261,1261,1261,1261,2,House,2024,420.0,11 whidburn place,sebastopol,3356.0,4,2,-37.5949467,143.8279168,5.69033,1.35144,1.5194,5.8686300000000005,1.8097,1.11017,201011484,Sebastopol - Redan,Rest of Vic.
1262,1262,1262,1262,2,House,2024,530.0,223 horseshoe bend road,charlemont,3217.0,4,2,-38.2153006,144.3578696,9.09369,0.52923,1.57338,2.50447,2.98441,4.240600000000001,203021485,Charlemont,Rest of Vic.
1263,1263,1263,1263,0,House,2024,300.0,603 union road,katandra west,3634.0,3,1,-36.1854194,145.5588957,29.78102,4.62954,5.47229,38.04584,21.01984,20.32817,216021413,Numurkah,Rest of Vic.
1264,1264,1264,1264,2,House,2024,650.0,91 oakdean bvd,ocean grove,3226.0,4,2,-38.2504588,144.5575839,25.30136,2.53685,0.64765,26.20031,1.84238,1.74293,203031490,Ocean Grove,Rest of Vic.
1265,1265,1265,1265,0,Unit,2024,3807.692307692308,2/3 schuss street,falls creek,3699.0,4,1,-36.8651566,147.2773066,114.57352,0.33734,28.59306,118.95263,0.49333,0.90392,204031069,Bright - Mount Beauty,Rest of Vic.
1266,1266,1266,1266,4,House,2024,400.0,1 dorey street,peterborough,3270.0,2,1,-38.6038627,142.8821131,53.3663,24.43077,21.05294,50.66089,13.02605,21.31466,217041477,Moyne - East,Rest of Vic.
1267,1267,1267,1267,0,House,2024,485.0,1 craig street,warragul,3820.0,3,2,-38.1579544,145.9312685,61.34572,2.12807,0.39309,0.95502,0.4185899999999999,0.7636799999999999,205011079,Warragul,Rest of Vic.
1268,1268,1268,1268,1,Unit,2024,450.0,3/41-43 wedge street,ocean grove,3226.0,2,1,-38.2678799,144.5309467,24.9779,1.3745699999999998,0.80665,22.38716,0.81759,0.8596900000000001,203031490,Ocean Grove,Rest of Vic.
1269,1269,1269,1269,1,House,2024,360.0,2/12 truscott street,california gully,3556.0,2,1,-36.7231214,144.2695701,6.32848,1.27096,0.21671,2.723,1.96113,4.46663,202011019,California Gully - Eaglehawk,Rest of Vic.
1270,1270,1270,1270,2,House,2024,485.0,187 swanston street,south geelong,3220.0,3,1,-38.1630598,144.3626228,2.09571,1.01959,0.5717300000000001,1.20002,1.68331,1.4073699999999998,203021039,Geelong,Rest of Vic.
1271,1271,1271,1271,2,House,2024,600.0,22 thrive avenue,mount duneed,3217.0,4,2,-38.2184069,144.3209603,10.55851,1.28294,0.99793,4.49237,3.87178,3.94248,203021487,Grovedale - Mount Duneed,Rest of Vic.
1272,1272,1272,1272,1,Unit,2024,410.0,40 rea street,shepparton,3630.0,2,1,-36.3708396,145.405976,1.8988,0.96052,1.07508,2.15975,1.6655799999999998,0.80792,216031416,Shepparton - North,Rest of Vic.
1273,1273,1273,1273,2,House,2024,550.0,34 windhaven drive,warragul,3820.0,4,2,-38.1417357,145.9369239,62.05048,0.8378,1.89393,3.05772,2.52129,2.86638,205011079,Warragul,Rest of Vic.
1274,1274,1274,1274,2,House,2024,440.0,173 thistle street,golden square,3555.0,3,1,-36.7618876,144.2618498,2.66227,0.99567,0.92119,3.49292,0.95347,0.0597,202011022,Kangaroo Flat - Golden Square,Rest of Vic.
1275,1275,1275,1275,2,House,2024,490.0,30 flannery circuit,charlemont,3217.0,3,2,-38.2107105,144.3696708,8.4099,3.1486,0.69459,2.96489,3.06373,5.24896,203021485,Charlemont,Rest of Vic.
1276,1276,1276,1276,2,House,2024,550.0,4 tanby dr,huntly,3551.0,4,2,-36.6583791,144.3484258,13.66794,1.67084,1.55701,2.8526700000000003,1.91626,6.85895,202011025,White Hills - Ascot,Rest of Vic.
1277,1277,1277,1277,2,House,2024,680.0,160 shell road,ocean grove,3226.0,6,3,-38.2595734,144.5494154,24.85057,0.91562,1.37961,25.05071,0.51327,0.4473399999999999,203031490,Ocean Grove,Rest of Vic.
1278,1278,1278,1278,3,House,2024,550.0,17 sunderland circuit,traralgon,3844.0,3,2,-38.2025566,146.5120234,3.19388,0.59436,3.23109,2.6983,1.94383,2.74645,205041494,Traralgon - West,Rest of Vic.
1279,1279,1279,1279,1,Townhouse,2024,540.0,4a raven street,geelong west,3218.0,3,2,-38.1322579,144.3442908,3.1745,0.4603399999999999,0.24459,1.64152,1.32265,0.58356,203021040,Geelong West - Hamlyn Heights,Rest of Vic.
1280,1280,1280,1280,0,House,2024,400.0,15 rupert street,broadford,3658.0,3,1,-37.2046382,145.0596633,78.72359,1.54803,1.20038,1.90093,1.64981,16.6268,204011056,Kilmore - Broadford,Rest of Vic.
1281,1281,1281,1281,2,House,2024,530.0,15 yanchep st,shepparton north,3631.0,4,2,-36.3453564,145.4081925,5.05771,1.66778,3.21817,6.05423,1.942,2.94159,216031416,Shepparton - North,Rest of Vic.
1282,1282,1282,1282,2,Townhouse,2024,450.0,15/2 mckibbin court,wodonga,3690.0,3,2,-36.1272781,146.8959119,1.44584,1.04175,0.6477,5.46685,1.8522,2.48897,204031492,Wodonga,Rest of Vic.
1283,1283,1283,1283,1,House,2024,280.0,14 carr street,colac,3250.0,1,1,-38.3405316,143.5694229,77.31685,0.63597,2.09281,2.40942,2.01227,1.35539,217031472,Colac,Rest of Vic.
1284,1284,1284,1284,1,House,2024,370.0,5 bell street,redan,3350.0,3,1,-37.5787195,143.8453535,2.90402,1.08227,1.23825,3.08232,1.15374,2.37179,201011484,Sebastopol - Redan,Rest of Vic.
1285,1285,1285,1285,2,House,2024,680.0,11 greenfinch way,wandana heights,3216.0,4,2,-38.1819114,144.3032617,8.54623,4.49922,3.34494,9.12757,5.11096,4.65382,203021042,Highton,Rest of Vic.
